date,asset_id,operator_id,shift,fuel_liters,idle_pct,empty_travel_pct,avg_speed_kmh,max_coolant_c,shocks,overloads,maintenance_hours_remaining
2026-08-12,FLT-017,OP-033,A,53.69,21.27,41.12,11.57,88.65,0,0,148.65
2026-08-12,FLT-017,OP-088,B,57.51,22.07,41.44,12.71,87.9,0,0,148.4
2026-08-12,FLT-017,OP-007,C,55.37,23.33,41.85,11.37,87.35,0,0,148.15
2026-08-12,FLT-023,OP-063,A,59.47,23.54,38.22,11.46,88.62,0,0,110.65
2026-08-12,FLT-023,OP-105,B,65.13,21.49,42.49,11.53,87.4,0,0,110.4
2026-08-12,FLT-023,OP-028,C,60.17,20.78,42.76,12.24,87.5,0,0,110.15
2026-08-12,FLT-031,OP-094,A,73.83,22.43,37.65,10.18,89.08,0,0,188.65
2026-08-12,FLT-031,OP-028,B,76.06,19.31,38.28,10.42,87.46,0,0,188.4
2026-08-12,FLT-031,OP-074,C,71.29,22.0,39.74,10.45,86.65,0,0,188.15
2026-08-12,FLT-044,OP-021,A,69.1,21.22,41.36,10.59,87.29,0,0,81.6
2026-08-12,FLT-044,OP-074,B,72.29,22.43,41.18,11.48,88.8,0,0,81.35
2026-08-12,FLT-044,OP-007,C,73.24,23.19,42.41,10.8,90.21,0,0,81.1
2026-08-12,FLT-052,OP-088,A,57.83,21.32,39.75,11.95,86.2,0,0,136.65
2026-08-12,FLT-052,OP-007,B,63.51,22.29,42.29,10.98,88.69,0,0,136.4
2026-08-12,FLT-052,OP-042,C,61.02,23.59,40.3,12.29,88.84,0,0,136.15
2026-08-12,FLT-058,OP-105,A,51.87,19.54,42.21,11.7,85.64,0,0,212.65
2026-08-12,FLT-058,OP-042,B,56.54,19.49,41.11,12.95,86.2,0,0,212.4
2026-08-12,FLT-058,OP-094,C,52.76,20.65,38.56,12.5,85.78,0,0,212.15
2026-08-12,FLT-064,OP-007,A,84.5,22.66,36.4,9.74,87.56,0,0,166.65
2026-08-12,FLT-064,OP-094,B,87.14,20.58,40.78,10.29,90.68,0,0,166.4
2026-08-12,FLT-064,OP-033,C,87.13,21.03,39.08,9.88,88.55,0,0,166.15
2026-08-13,FLT-012,OP-021,A,55.76,22.89,41.6,12.57,85.18,0,0,115.3
2026-08-13,FLT-012,OP-063,B,59.66,21.75,39.09,12.02,86.18,0,0,115.05
2026-08-13,FLT-012,OP-007,C,55.17,20.4,39.31,11.41,86.77,0,0,114.8
2026-08-13,FLT-017,OP-042,A,53.72,22.28,43.28,12.17,86.58,0,0,147.3
2026-08-13,FLT-017,OP-094,B,58.74,23.33,43.81,12.21,86.7,0,0,147.05
2026-08-13,FLT-017,OP-015,C,56.87,20.5,40.36,11.43,89.26,0,0,146.8
2026-08-13,FLT-023,OP-074,A,61.23,23.28,40.84,11.82,89.85,0,0,109.3
2026-08-13,FLT-023,OP-007,B,65.08,20.58,39.93,11.65,87.15,0,0,109.05
2026-08-13,FLT-023,OP-033,C,61.06,21.25,40.89,11.99,90.16,0,0,108.8
2026-08-13,FLT-031,OP-105,A,71.05,19.91,37.27,11.0,86.95,0,0,187.3
2026-08-13,FLT-031,OP-033,B,73.82,21.89,39.11,10.54,89.74,0,0,187.05
2026-08-13,FLT-031,OP-088,C,74.64,20.2,36.32,11.22,86.99,0,0,186.8
2026-08-13,FLT-044,OP-028,A,68.8,22.28,37.36,10.0,87.08,0,0,79.2
2026-08-13,FLT-044,OP-088,B,75.27,21.59,39.04,10.82,88.91,0,0,78.95
2026-08-13,FLT-044,OP-015,C,70.34,20.29,42.07,10.59,90.22,0,0,78.7
2026-08-13,FLT-052,OP-094,A,58.21,21.84,39.29,10.99,88.19,0,0,135.3
2026-08-13,FLT-052,OP-015,B,62.15,24.92,40.05,12.13,88.83,0,0,135.05
2026-08-13,FLT-052,OP-051,C,58.88,21.95,41.84,11.58,88.87,0,0,134.8
2026-08-13,FLT-058,OP-007,A,52.46,19.58,41.71,12.2,88.48,0,0,211.3
2026-08-13,FLT-058,OP-051,B,57.35,18.67,42.13,12.5,84.9,0,0,211.05
2026-08-13,FLT-058,OP-105,C,52.47,20.74,42.33,12.43,84.77,0,0,210.8
2026-08-13,FLT-064,OP-015,A,81.84,23.62,39.59,9.42,90.54,0,0,165.3
2026-08-13,FLT-064,OP-105,B,90.91,22.42,38.78,9.64,87.9,0,0,165.05
2026-08-13,FLT-064,OP-042,C,87.71,20.42,39.86,10.31,90.39,0,0,164.8
2026-08-14,FLT-012,OP-028,A,54.72,22.51,39.99,11.49,87.64,0,0,113.95
2026-08-14,FLT-012,OP-074,B,60.07,19.93,43.23,12.69,88.06,0,0,113.7
2026-08-14,FLT-012,OP-015,C,57.23,21.71,39.33,12.62,87.5,0,0,113.45
2026-08-14,FLT-017,OP-051,A,53.88,22.22,42.67,12.72,86.42,0,0,145.95
2026-08-14,FLT-017,OP-105,B,57.47,22.71,44.36,11.84,87.03,0,0,145.7
2026-08-14,FLT-017,OP-021,C,55.64,22.51,41.5,11.86,88.57,0,0,145.45
2026-08-14,FLT-023,OP-088,A,61.78,22.93,41.26,11.91,87.56,0,0,107.95
2026-08-14,FLT-023,OP-021,B,62.95,23.95,38.74,12.3,90.07,0,0,107.7
2026-08-14,FLT-023,OP-042,C,60.16,21.04,43.29,12.12,86.81,0,0,107.45
2026-08-14,FLT-031,OP-007,A,70.66,20.44,36.87,10.38,87.42,0,0,185.95
2026-08-14,FLT-031,OP-042,B,76.74,21.65,37.51,10.51,87.1,0,0,185.7
2026-08-14,FLT-031,OP-094,C,72.39,19.87,41.39,11.16,88.09,0,0,185.45
2026-08-14,FLT-044,OP-033,A,70.02,22.79,42.28,10.18,88.02,0,0,76.8
2026-08-14,FLT-044,OP-094,B,73.8,23.7,40.61,11.07,86.68,0,0,76.55
2026-08-14,FLT-044,OP-021,C,70.26,23.9,38.51,9.98,89.09,0,0,76.3
2026-08-14,FLT-052,OP-105,A,57.38,23.81,43.95,10.93,86.22,0,0,133.95
2026-08-14,FLT-052,OP-021,B,63.45,21.83,41.34,11.2,87.34,0,0,133.7
2026-08-14,FLT-052,OP-063,C,58.93,21.11,42.47,10.75,86.5,0,0,133.45
2026-08-14,FLT-058,OP-015,A,52.93,21.71,38.31,11.58,88.39,0,0,209.95
2026-08-14,FLT-058,OP-063,B,56.13,21.09,39.15,12.2,88.25,0,0,209.7
2026-08-14,FLT-058,OP-007,C,54.76,21.09,43.5,11.67,84.9,0,0,209.45
2026-08-14,FLT-064,OP-021,A,82.72,21.09,35.08,9.87,89.58,0,0,163.95
2026-08-14,FLT-064,OP-007,B,91.45,21.44,40.22,9.61,88.22,0,0,163.7
2026-08-14,FLT-064,OP-051,C,83.67,22.04,36.98,10.6,90.34,0,0,163.45
2026-08-15,FLT-012,OP-033,A,54.94,19.52,39.82,11.54,86.28,0,0,112.6
2026-08-15,FLT-012,OP-088,B,57.04,21.22,42.25,11.39,85.69,0,0,112.35
2026-08-15,FLT-012,OP-021,C,55.16,23.46,41.91,12.05,87.53,0,0,112.1
2026-08-15,FLT-017,OP-063,A,55.31,21.58,41.61,11.53,88.73,0,0,144.6
2026-08-15,FLT-017,OP-007,B,58.44,21.94,40.7,11.85,89.18,0,0,144.35
2026-08-15,FLT-017,OP-028,C,56.98,22.09,40.72,11.67,87.05,0,0,144.1
2026-08-15,FLT-023,OP-094,A,60.73,21.47,40.0,11.32,87.39,0,0,106.6
2026-08-15,FLT-023,OP-028,B,65.41,24.15,41.88,10.96,89.78,0,0,106.35
2026-08-15,FLT-023,OP-074,C,62.14,22.38,41.53,10.95,88.5,0,0,106.1
2026-08-15,FLT-031,OP-015,A,69.75,19.39,38.18,10.35,86.33,0,0,184.6
2026-08-15,FLT-031,OP-074,B,76.34,22.75,39.04,10.92,88.23,0,0,184.35
2026-08-15,FLT-031,OP-105,C,73.32,21.91,40.58,10.52,87.61,0,0,184.1
2026-08-15,FLT-044,OP-042,A,69.68,21.91,42.91,10.17,87.24,0,0,74.4
2026-08-15,FLT-044,OP-105,B,72.0,22.68,38.1,10.62,88.83,0,0,74.15
2026-08-15,FLT-044,OP-028,C,69.7,21.92,38.02,11.37,89.64,0,0,73.9
2026-08-15,FLT-052,OP-007,A,59.14,24.55,40.29,10.98,86.69,0,0,132.6
2026-08-15,FLT-052,OP-028,B,60.6,24.28,41.21,10.72,87.65,0,0,132.35
2026-08-15,FLT-052,OP-074,C,61.69,21.29,44.31,11.16,88.65,0,0,132.1
2026-08-15,FLT-058,OP-021,A,51.55,19.02,43.16,12.79,87.08,0,0,208.6
2026-08-15,FLT-058,OP-074,B,55.42,21.34,39.82,11.89,84.86,0,0,208.35
2026-08-15,FLT-058,OP-015,C,55.6,19.46,38.51,12.27,84.82,0,0,208.1
2026-08-15,FLT-064,OP-028,A,83.22,23.53,40.02,10.56,90.93,0,0,162.6
2026-08-15,FLT-064,OP-015,B,87.92,20.03,36.5,10.38,87.84,0,0,162.35
2026-08-15,FLT-064,OP-063,C,89.23,22.1,36.13,9.68,89.04,0,0,162.1
2026-08-16,FLT-012,OP-042,A,56.68,21.84,41.27,11.9,86.97,0,0,111.25
2026-08-16,FLT-012,OP-094,B,56.99,20.74,39.79,12.27,88.68,0,0,111.0
2026-08-16,FLT-012,OP-028,C,55.26,21.64,40.05,12.42,86.7,0,0,110.75
2026-08-16,FLT-017,OP-074,A,52.64,23.24,40.04,11.93,87.62,0,0,143.25
2026-08-16,FLT-017,OP-015,B,59.06,21.6,40.09,12.71,87.15,0,0,143.0
2026-08-16,FLT-017,OP-033,C,55.85,20.72,44.74,12.58,85.62,0,0,142.75
2026-08-16,FLT-023,OP-105,A,58.51,22.39,40.72,11.69,87.36,0,0,105.25
2026-08-16,FLT-023,OP-033,B,63.07,22.97,41.55,11.56,88.89,0,0,105.0
2026-08-16,FLT-023,OP-088,C,63.65,24.32,39.83,11.73,89.74,0,0,104.75
2026-08-16,FLT-031,OP-021,A,73.24,19.35,37.75,10.95,89.07,0,0,183.25
2026-08-16,FLT-031,OP-088,B,78.41,20.89,40.66,10.18,86.83,0,0,183.0
2026-08-16,FLT-031,OP-015,C,75.37,22.91,39.09,10.34,87.48,0,0,182.75
2026-08-16,FLT-044,OP-051,A,72.08,22.71,41.85,10.94,88.25,0,0,72.0
2026-08-16,FLT-044,OP-015,B,73.17,21.61,40.94,11.48,86.76,0,0,71.75
2026-08-16,FLT-044,OP-033,C,72.49,22.88,42.33,10.71,86.65,0,0,71.5
2026-08-16,FLT-052,OP-015,A,61.23,21.44,41.69,11.06,85.76,0,0,131.25
2026-08-16,FLT-052,OP-033,B,63.53,21.58,40.0,11.9,88.79,0,0,131.0
2026-08-16,FLT-052,OP-088,C,60.14,21.86,44.53,11.09,86.67,0,0,130.75
2026-08-16,FLT-058,OP-028,A,51.54,22.31,40.58,11.86,86.07,0,0,207.25
2026-08-16,FLT-058,OP-088,B,54.24,18.94,43.21,11.52,84.57,0,0,207.0
2026-08-16,FLT-058,OP-021,C,56.07,22.33,41.39,12.18,87.36,0,0,206.75
2026-08-16,FLT-064,OP-033,A,87.82,21.59,36.23,9.82,87.44,0,0,161.25
2026-08-16,FLT-064,OP-021,B,90.42,21.08,40.38,9.47,90.52,0,0,161.0
2026-08-16,FLT-064,OP-074,C,89.38,21.88,36.12,9.52,90.48,0,0,160.75
2026-08-17,FLT-012,OP-051,A,55.84,22.89,39.38,11.47,85.18,0,0,109.9
2026-08-17,FLT-012,OP-105,B,58.66,21.4,39.38,11.93,88.21,0,0,109.65
2026-08-17,FLT-012,OP-033,C,56.45,21.63,42.87,12.2,85.46,0,0,109.4
2026-08-17,FLT-017,OP-088,A,53.63,20.91,43.77,12.75,89.34,0,0,141.9
2026-08-17,FLT-017,OP-021,B,58.94,23.96,41.78,11.99,88.07,0,0,141.65
2026-08-17,FLT-017,OP-042,C,57.14,21.58,43.02,12.19,86.46,0,0,141.4
2026-08-17,FLT-023,OP-007,A,59.1,21.7,41.0,11.85,90.16,0,0,103.9
2026-08-17,FLT-023,OP-042,B,63.8,24.22,38.16,11.28,87.09,0,0,103.65
2026-08-17,FLT-023,OP-094,C,62.16,23.83,38.18,11.71,88.58,0,0,103.4
2026-08-17,FLT-031,OP-028,A,73.74,19.37,38.75,10.57,87.88,0,0,181.9
2026-08-17,FLT-031,OP-094,B,74.8,22.68,41.22,10.36,87.96,0,0,181.65
2026-08-17,FLT-031,OP-021,C,71.87,21.83,41.39,11.19,86.53,0,0,181.4
2026-08-17,FLT-044,OP-063,A,69.76,20.81,42.33,10.6,86.71,0,0,69.6
2026-08-17,FLT-044,OP-021,B,75.71,23.02,40.09,10.84,88.2,0,0,69.35
2026-08-17,FLT-044,OP-042,C,73.43,22.74,40.44,10.09,86.58,0,0,69.1
2026-08-17,FLT-052,OP-021,A,59.17,22.89,40.94,10.98,87.99,0,0,129.9
2026-08-17,FLT-052,OP-042,B,64.01,23.51,41.64,12.03,87.0,0,0,129.65
2026-08-17,FLT-052,OP-094,C,60.84,21.71,39.8,11.0,88.94,0,0,129.4
2026-08-17,FLT-058,OP-033,A,55.05,22.09,40.99,11.63,86.82,0,0,205.9
2026-08-17,FLT-058,OP-094,B,56.97,19.13,39.07,12.94,85.73,0,0,205.65
2026-08-17,FLT-058,OP-028,C,53.78,19.62,40.5,11.66,84.79,0,0,205.4
2026-08-17,FLT-064,OP-042,A,83.69,20.57,36.21,10.23,88.15,0,0,159.9
2026-08-17,FLT-064,OP-028,B,89.42,23.57,39.16,9.46,88.72,0,0,159.65
2026-08-17,FLT-064,OP-088,C,89.18,23.55,38.82,10.29,89.57,0,0,159.4
2026-08-18,FLT-012,OP-063,A,55.16,22.89,40.26,11.87,86.48,0,0,108.55
2026-08-18,FLT-012,OP-007,B,57.86,21.37,39.7,11.86,86.27,0,0,108.3
2026-08-18,FLT-012,OP-042,C,58.55,22.0,44.17,11.63,85.66,0,0,108.05
2026-08-18,FLT-017,OP-094,A,54.75,22.23,42.42,11.96,89.16,0,0,140.55
2026-08-18,FLT-017,OP-028,B,55.44,22.29,45.72,12.3,85.98,0,0,140.3
2026-08-18,FLT-017,OP-051,C,53.82,21.51,45.01,12.54,88.33,0,0,140.05
2026-08-18,FLT-023,OP-015,A,61.89,22.17,41.08,11.12,88.77,0,0,102.55
2026-08-18,FLT-023,OP-051,B,61.89,20.8,42.2,11.77,87.36,0,0,102.3
2026-08-18,FLT-023,OP-105,C,61.86,21.71,38.6,11.96,87.11,0,0,102.05
2026-08-18,FLT-031,OP-033,A,70.32,21.66,38.4,10.21,87.85,0,0,180.55
2026-08-18,FLT-031,OP-105,B,78.12,20.03,38.47,11.54,87.62,0,0,180.3
2026-08-18,FLT-031,OP-028,C,75.81,21.91,40.62,10.64,87.61,0,0,180.05
2026-08-18,FLT-044,OP-074,A,72.7,23.49,41.47,10.7,88.98,0,0,67.2
2026-08-18,FLT-044,OP-028,B,73.85,20.27,39.59,10.95,89.46,0,0,66.95
2026-08-18,FLT-044,OP-051,C,72.45,21.95,41.94,10.86,87.67,0,0,66.7
2026-08-18,FLT-052,OP-028,A,60.05,23.86,44.06,11.46,87.89,0,0,128.55
2026-08-18,FLT-052,OP-051,B,64.07,24.14,41.56,10.87,85.44,0,0,128.3
2026-08-18,FLT-052,OP-105,C,60.16,22.21,44.08,11.08,88.55,0,0,128.05
2026-08-18,FLT-058,OP-042,A,54.78,18.61,38.82,12.56,85.98,0,0,204.55
2026-08-18,FLT-058,OP-105,B,54.62,20.05,41.79,12.65,84.77,0,0,204.3
2026-08-18,FLT-058,OP-033,C,52.71,20.36,38.11,12.94,85.64,0,0,204.05
2026-08-18,FLT-064,OP-051,A,84.18,23.13,40.91,10.19,89.84,0,0,158.55
2026-08-18,FLT-064,OP-033,B,90.95,23.06,39.52,10.35,89.0,0,0,158.3
2026-08-18,FLT-064,OP-094,C,88.44,21.35,38.53,9.55,88.92,0,0,158.05
2026-08-19,FLT-012,OP-074,A,57.7,22.52,39.54,11.34,87.92,0,0,107.2
2026-08-19,FLT-012,OP-015,B,57.85,21.65,40.11,11.63,85.57,0,0,106.95
2026-08-19,FLT-012,OP-051,C,56.28,20.7,40.65,11.54,88.12,0,0,106.7
2026-08-19,FLT-017,OP-105,A,54.23,21.88,41.48,11.49,86.41,0,0,139.2
2026-08-19,FLT-017,OP-033,B,55.47,21.38,42.32,12.2,87.62,0,0,138.95
2026-08-19,FLT-017,OP-063,C,54.99,23.47,40.22,12.41,89.08,0,0,138.7
2026-08-19,FLT-023,OP-021,A,60.09,21.64,41.57,11.33,86.78,0,0,101.2
2026-08-19,FLT-023,OP-063,B,62.79,22.99,39.19,11.59,88.24,0,0,100.95
2026-08-19,FLT-023,OP-007,C,63.21,24.33,43.95,11.76,89.02,0,0,100.7
2026-08-19,FLT-031,OP-042,A,72.3,22.84,40.73,11.32,88.77,0,0,179.2
2026-08-19,FLT-031,OP-007,B,75.89,21.34,40.37,10.24,88.64,0,0,178.95
2026-08-19,FLT-031,OP-033,C,75.12,20.83,37.88,10.83,87.94,0,0,178.7
2026-08-19,FLT-044,OP-088,A,70.97,23.06,40.96,10.07,90.26,0,0,64.8
2026-08-19,FLT-044,OP-033,B,76.22,23.29,42.57,10.27,87.62,0,0,64.55
2026-08-19,FLT-044,OP-063,C,71.75,20.25,39.33,10.95,90.28,0,0,64.3
2026-08-19,FLT-052,OP-033,A,59.96,24.6,42.88,11.07,86.22,0,0,127.2
2026-08-19,FLT-052,OP-063,B,61.22,23.58,42.08,10.9,87.48,0,0,126.95
2026-08-19,FLT-052,OP-007,C,62.21,21.5,42.65,11.97,87.61,0,0,126.7
2026-08-19,FLT-058,OP-051,A,51.54,21.86,41.51,11.78,85.55,0,0,203.2
2026-08-19,FLT-058,OP-007,B,57.53,19.73,38.94,12.78,84.88,0,0,202.95
2026-08-19,FLT-058,OP-042,C,55.41,20.02,42.98,11.66,85.28,0,0,202.7
2026-08-19,FLT-064,OP-063,A,87.77,20.67,39.57,10.74,90.68,0,0,157.2
2026-08-19,FLT-064,OP-042,B,87.92,23.04,36.2,10.33,89.46,0,0,156.95
2026-08-19,FLT-064,OP-105,C,86.13,22.85,38.15,10.82,88.88,0,0,156.7
2026-08-20,FLT-012,OP-088,A,54.71,21.28,42.12,12.1,86.38,0,0,105.85
2026-08-20,FLT-012,OP-021,B,59.46,20.53,40.61,12.51,85.21,0,0,105.6
2026-08-20,FLT-012,OP-063,C,56.7,20.14,43.88,11.93,87.68,0,0,105.35
2026-08-20,FLT-017,OP-007,A,55.78,21.25,45.57,11.41,88.27,0,0,137.85
2026-08-20,FLT-017,OP-042,B,57.83,22.45,40.12,11.69,86.65,0,0,137.6
2026-08-20,FLT-017,OP-074,C,56.85,22.58,42.33,12.69,86.32,0,0,137.35
2026-08-20,FLT-023,OP-028,A,61.46,22.0,43.66,11.85,90.15,0,0,99.85
2026-08-20,FLT-023,OP-074,B,65.2,20.94,41.18,12.46,89.77,0,0,99.6
2026-08-20,FLT-023,OP-015,C,62.14,21.76,40.52,11.69,87.47,0,0,99.35
2026-08-20,FLT-031,OP-051,A,74.4,22.2,37.06,10.73,86.66,0,0,177.85
2026-08-20,FLT-031,OP-015,B,78.68,21.4,38.28,10.93,88.84,0,0,177.6
2026-08-20,FLT-031,OP-042,C,71.46,19.19,36.17,10.56,88.75,0,0,177.35
2026-08-20,FLT-044,OP-094,A,68.96,23.56,39.42,10.58,90.28,0,0,62.4
2026-08-20,FLT-044,OP-042,B,74.46,20.45,41.2,10.61,87.98,0,0,62.15
2026-08-20,FLT-044,OP-074,C,72.74,20.65,37.53,10.06,87.09,0,0,61.9
2026-08-20,FLT-052,OP-042,A,61.78,23.4,42.55,11.64,87.29,0,0,125.85
2026-08-20,FLT-052,OP-074,B,62.39,24.83,40.08,11.91,86.09,0,0,125.6
2026-08-20,FLT-052,OP-015,C,61.14,22.09,42.41,12.28,88.83,0,0,125.35
2026-08-20,FLT-058,OP-063,A,54.27,19.18,43.85,11.66,86.19,0,0,201.85
2026-08-20,FLT-058,OP-015,B,54.38,20.46,38.36,11.5,86.4,0,0,201.6
2026-08-20,FLT-058,OP-051,C,53.65,18.94,39.49,12.44,84.79,0,0,201.35
2026-08-20,FLT-064,OP-074,A,84.95,23.26,38.28,10.14,90.14,0,0,155.85
2026-08-20,FLT-064,OP-051,B,90.26,20.47,38.71,9.64,87.24,0,0,155.6
2026-08-20,FLT-064,OP-007,C,85.82,20.06,36.73,9.68,90.42,0,0,155.35
2026-08-21,FLT-012,OP-094,A,57.6,23.24,44.88,11.29,85.91,0,0,104.5
2026-08-21,FLT-012,OP-028,B,60.12,22.74,39.35,12.13,85.68,0,0,104.25
2026-08-21,FLT-012,OP-074,C,56.88,21.27,43.58,11.64,88.44,0,0,104.0
2026-08-21,FLT-017,OP-015,A,52.69,21.29,41.03,11.66,89.18,0,0,136.5
2026-08-21,FLT-017,OP-051,B,56.42,22.85,41.01,12.59,85.96,0,0,136.25
2026-08-21,FLT-017,OP-088,C,54.69,20.49,42.37,11.68,88.58,0,0,136.0
2026-08-21,FLT-023,OP-033,A,62.04,22.18,42.79,11.11,87.94,0,0,98.5
2026-08-21,FLT-023,OP-088,B,61.86,24.09,39.63,11.42,87.7,0,0,98.25
2026-08-21,FLT-023,OP-021,C,62.3,23.98,38.13,11.19,86.68,0,0,98.0
2026-08-21,FLT-031,OP-063,A,69.98,20.83,40.1,10.96,88.81,0,0,176.5
2026-08-21,FLT-031,OP-021,B,78.29,20.65,40.4,10.19,86.44,0,0,176.25
2026-08-21,FLT-031,OP-051,C,75.52,19.04,39.45,11.32,86.73,0,0,176.0
2026-08-21,FLT-044,OP-105,A,69.92,20.13,38.47,10.67,87.63,0,0,60.0
2026-08-21,FLT-044,OP-051,B,71.93,22.19,38.29,10.81,88.72,0,0,59.75
2026-08-21,FLT-044,OP-088,C,70.83,23.48,37.08,10.23,86.83,0,0,59.5
2026-08-21,FLT-052,OP-051,A,60.29,23.7,43.7,11.89,86.35,0,0,124.5
2026-08-21,FLT-052,OP-088,B,64.32,22.5,43.2,10.91,87.85,0,0,124.25
2026-08-21,FLT-052,OP-021,C,60.3,24.2,41.46,10.94,87.19,0,0,124.0
2026-08-21,FLT-058,OP-074,A,53.56,19.78,39.37,13.08,87.41,0,0,200.5
2026-08-21,FLT-058,OP-021,B,56.4,22.1,40.34,12.93,86.79,0,0,200.25
2026-08-21,FLT-058,OP-063,C,54.45,21.82,38.72,12.66,86.18,0,0,200.0
2026-08-21,FLT-064,OP-088,A,84.36,21.01,36.55,10.6,87.1,0,0,154.5
2026-08-21,FLT-064,OP-063,B,89.8,22.88,36.62,9.77,90.82,0,0,154.25
2026-08-21,FLT-064,OP-015,C,87.59,20.54,37.48,9.5,89.95,0,0,154.0
2026-08-22,FLT-012,OP-105,A,54.75,21.66,42.35,12.56,85.1,0,0,103.15
2026-08-22,FLT-012,OP-033,B,59.29,20.07,40.21,12.28,87.6,0,0,102.9
2026-08-22,FLT-012,OP-088,C,56.47,23.23,43.21,11.76,86.57,0,0,102.65
2026-08-22,FLT-017,OP-021,A,52.74,22.11,42.59,12.66,87.42,0,0,135.15
2026-08-22,FLT-017,OP-063,B,55.88,23.02,43.18,11.61,89.27,0,0,134.9
2026-08-22,FLT-017,OP-094,C,53.48,23.45,45.75,12.74,89.1,0,0,134.65
2026-08-22,FLT-023,OP-042,A,58.65,21.09,39.77,11.26,89.31,0,0,97.15
2026-08-22,FLT-023,OP-094,B,61.23,21.05,42.6,11.21,89.49,0,0,96.9
2026-08-22,FLT-023,OP-028,C,63.53,22.44,39.84,12.25,87.52,0,0,96.65
2026-08-22,FLT-031,OP-074,A,71.85,21.31,41.81,10.25,87.5,0,0,175.15
2026-08-22,FLT-031,OP-028,B,76.46,19.73,37.12,10.36,88.31,0,0,174.9
2026-08-22,FLT-031,OP-063,C,72.59,22.72,41.1,11.24,88.4,0,0,174.65
2026-08-22,FLT-044,OP-007,A,68.11,20.61,40.5,10.66,89.48,0,0,57.6
2026-08-22,FLT-044,OP-063,B,75.0,23.31,41.61,10.37,86.91,0,0,57.35
2026-08-22,FLT-044,OP-094,C,73.33,23.62,37.08,11.07,86.99,0,0,57.1
2026-08-22,FLT-052,OP-063,A,61.11,22.28,41.03,10.92,85.42,0,0,123.15
2026-08-22,FLT-052,OP-094,B,62.08,24.3,42.31,11.37,85.29,0,0,122.9
2026-08-22,FLT-052,OP-028,C,61.51,24.92,41.45,10.82,87.82,0,0,122.65
2026-08-22,FLT-058,OP-088,A,54.12,18.96,39.05,12.4,85.75,0,0,199.15
2026-08-22,FLT-058,OP-028,B,53.97,21.7,38.71,11.62,85.21,0,0,198.9
2026-08-22,FLT-058,OP-074,C,55.74,19.87,41.98,12.73,86.63,0,0,198.65
2026-08-22,FLT-064,OP-094,A,82.49,20.36,36.13,9.75,88.78,0,0,153.15
2026-08-22,FLT-064,OP-074,B,88.33,23.25,38.34,10.11,87.1,0,0,152.9
2026-08-22,FLT-064,OP-021,C,89.11,23.35,38.26,9.5,87.15,0,0,152.65
